EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
-459.144	-614.819	5.131	30.873	36.660	1.950	1.272
-458.364	-617.393	5.119	31.968	36.445	2.028	1.360
-458.648	-618.094	5.126	31.413	37.007	1.967	1.281
-459.857	-615.560	5.136	30.900	36.858	2.021	1.325
-460.112	-615.864	5.138	31.310	37.309	2.074	1.347
-461.961	-613.564	5.156	30.139	36.815	1.981	1.287
-458.362	-615.172	5.143	30.764	36.048	1.923	1.220
-457.505	-610.865	5.150	29.977	34.959	1.954	1.265
-456.245	-609.093	5.144	29.942	34.434	1.820	1.178
-455.265	-611.732	5.128	31.212	35.452	1.918	1.256
-456.066	-611.479	5.130	31.237	35.593	1.959	1.291
-456.748	-610.611	5.141	30.964	35.914	1.956	1.285
-457.520	-607.766	5.161	29.578	35.053	1.868	1.212
-455.923	-612.360	5.118	31.176	35.530	2.032	1.358
-457.570	-613.749	5.126	31.439	35.794	2.033	1.346
-458.110	-609.997	5.155	30.090	35.801	1.940	1.228
-455.279	-611.396	5.130	30.787	35.299	2.019	1.348
-455.317	-609.319	5.146	30.319	34.793	1.879	1.217
-456.181	-610.006	5.143	29.781	35.431	1.908	1.255
-455.841	-609.051	5.142	29.201	34.498	1.836	1.180
-455.222	-609.561	5.118	30.711	36.216	2.107	1.413
-458.007	-610.627	5.141	29.410	34.980	1.941	1.218
-454.786	-607.588	5.135	29.013	33.873	1.899	1.231
-457.211	-610.267	5.144	29.673	34.000	1.879	1.212
-451.688	-607.254	5.115	30.326	33.753	1.833	1.207
-455.946	-606.965	5.148	28.969	33.465	1.833	1.188
-454.781	-606.117	5.140	29.219	34.729	1.952	1.307
-452.986	-604.293	5.145	29.365	33.639	1.757	1.137
-453.682	-610.555	5.123	31.704	34.324	1.900	1.254
-453.020	-603.337	5.158	28.853	33.510	1.754	1.122
-454.271	-607.274	5.158	28.997	35.560	1.762	1.144
-455.900	-606.844	5.160	29.199	35.511	1.850	1.216
-454.860	-606.065	5.158	29.533	34.521	1.775	1.141
-453.358	-604.856	5.151	28.612	32.873	1.826	1.197
-454.683	-603.709	5.161	28.429	34.188	1.754	1.117
-454.143	-604.609	5.161	29.675	35.184	1.721	1.121
-453.846	-604.031	5.151	28.630	33.825	1.811	1.184
-454.397	-606.250	5.143	30.472	33.786	1.812	1.189
-452.700	-605.178	5.141	29.700	33.006	1.789	1.172
-452.816	-606.401	5.127	29.864	34.133	1.873	1.250
-452.554	-607.703	5.122	30.975	34.102	1.818	1.182
-452.136	-604.306	5.141	31.194	34.172	1.798	1.174
-453.970	-606.932	5.150	31.114	35.193	1.794	1.228
-453.012	-603.112	5.157	28.746	33.590	1.710	1.086
-451.969	-605.901	5.138	30.244	33.991	1.764	1.164
-452.675	-605.186	5.135	29.196	33.642	1.749	1.154
-453.167	-608.371	5.130	29.880	33.623	1.780	1.144
-453.104	-606.179	5.149	30.375	34.172	1.681	1.108
-453.929	-608.799	5.136	30.202	34.534	1.714	1.103
-451.445	-604.772	5.126	30.373	32.495	1.750	1.158
-453.004	-604.053	5.160	29.796	33.557	1.657	1.052
-454.087	-605.422	5.144	29.382	33.660	1.817	1.224
-453.028	-604.936	5.132	29.446	32.967	1.765	1.170
-451.676	-603.169	5.127	29.142	32.250	1.774	1.154
-453.080	-598.987	5.170	28.258	32.194	1.738	1.154
-452.688	-601.645	5.165	29.560	34.474	1.756	1.170
-451.142	-602.020	5.138	29.390	32.717	1.691	1.125
-450.546	-606.770	5.114	30.651	33.072	1.696	1.095
-451.807	-602.193	5.149	29.021	33.392	1.720	1.142
-454.207	-605.147	5.150	29.071	34.842	1.732	1.116
-451.372	-600.267	5.161	29.879	33.526	1.729	1.153
-452.080	-602.545	5.146	29.734	34.039	1.771	1.197
-451.958	-602.077	5.144	29.181	34.101	1.688	1.108
-452.862	-601.194	5.149	29.730	33.335	1.679	1.118
-451.335	-606.538	5.129	31.161	33.350	1.750	1.155
-452.229	-605.930	5.145	31.839	34.445	1.659	1.066
-451.868	-604.538	5.137	30.963	33.310	1.705	1.112
-452.083	-603.898	5.145	30.161	33.106	1.796	1.182
-452.111	-602.295	5.151	29.502	34.282	1.752	1.153
-453.339	-604.786	5.161	29.295	34.085	1.678	1.119
-449.482	-603.404	5.132	30.069	35.104	1.741	1.161
-451.019	-600.234	5.162	28.560	32.756	1.614	1.052
-450.908	-598.792	5.159	29.411	32.930	1.728	1.145
-449.987	-601.749	5.136	29.049	32.781	1.692	1.109
-451.056	-601.423	5.137	29.731	32.761	1.719	1.138
-449.886	-601.578	5.135	31.007	33.182	1.750	1.169
-450.909	-600.627	5.151	28.914	32.874	1.623	1.093
-449.433	-600.823	5.139	28.295	32.204	1.646	1.089
-450.011	-601.112	5.139	29.322	33.255	1.686	1.140
-451.043	-600.760	5.151	29.090	33.177	1.693	1.138
-451.994	-604.321	5.146	28.991	33.654	1.662	1.086
-451.262	-599.651	5.145	29.114	33.299	1.689	1.131
-451.123	-599.542	5.164	29.893	32.526	1.711	1.152
-452.159	-604.001	5.145	29.506	33.676	1.696	1.114
-450.226	-601.995	5.141	30.075	32.796	1.625	1.079
-450.432	-598.316	5.162	28.984	32.121	1.570	1.038
-450.411	-601.699	5.170	29.566	33.264	1.668	1.090
-450.975	-598.550	5.162	28.672	33.352	1.704	1.128
-448.127	-601.006	5.131	29.824	32.100	1.656	1.084
-449.713	-600.771	5.140	29.322	33.969	1.717	1.161
-449.007	-600.579	5.135	29.111	32.524	1.564	1.038
-451.516	-601.761	5.146	29.654	33.340	1.664	1.112
-450.308	-601.486	5.150	30.009	34.211	1.793	1.215
-452.599	-599.439	5.163	28.759	34.252	1.697	1.116
-449.928	-603.077	5.152	30.459	33.943	1.692	1.110
-450.615	-598.425	5.163	28.659	32.694	1.720	1.140
-451.064	-598.029	5.165	27.843	32.271	1.585	1.051
-451.256	-602.898	5.147	29.721	33.947	1.728	1.175
-450.287	-597.679	5.154	28.191	33.688	1.728	1.176
-450.055	-598.953	5.164	28.373	33.316	1.692	1.130
-451.290	-600.478	5.162	28.600	32.508	1.659	1.095
-449.065	-597.983	5.161	27.895	32.453	1.687	1.134
-450.000	-597.694	5.144	28.614	31.412	1.716	1.147
-449.370	-596.691	5.156	28.436	32.798	1.712	1.159
-450.440	-595.472	5.176	28.035	32.660	1.634	1.083
-450.402	-597.877	5.164	28.055	32.392	1.697	1.130
-452.155	-603.187	5.146	29.132	34.349	1.759	1.179
-450.035	-600.377	5.149	28.834	31.906	1.664	1.101
-448.056	-596.161	5.127	28.142	32.322	1.745	1.210
-447.960	-600.076	5.136	29.594	31.807	1.840	1.272
-449.368	-604.082	5.135	30.349	33.509	1.699	1.145
-448.839	-592.472	5.172	27.590	31.551	1.646	1.113
-448.573	-596.493	5.158	28.002	32.506	1.667	1.079
-448.296	-604.493	5.123	31.421	33.532	1.815	1.206
-449.395	-599.485	5.148	28.929	32.856	1.750	1.180
-450.434	-599.875	5.151	29.761	33.576	1.883	1.253
-448.172	-596.277	5.151	28.545	32.586	1.690	1.163
-448.303	-600.613	5.132	29.527	31.056	1.600	1.050
-450.014	-595.118	5.169	27.914	32.265	1.710	1.158
-450.599	-598.635	5.147	27.718	32.376	1.696	1.119
