EUBO	ELBO	ESS
225.811	-888679.257	-893421.292	1.418
226.531	-885676.099	-890433.257	1.412
223.710	-888332.733	-893030.644	1.417
225.195	-885440.249	-890169.340	1.410
224.537	-890340.455	-895055.727	1.425
226.146	-883000.552	-887749.598	1.410
225.361	-884431.335	-889163.919	1.412
225.261	-884617.932	-889348.411	1.422
225.165	-888065.809	-892794.270	1.405
223.515	-892268.748	-896962.563	1.412
225.360	-893358.282	-898090.842	1.419
225.881	-888295.754	-893039.259	1.427
226.192	-881871.458	-886621.485	1.415
228.227	-872700.709	-877493.484	1.410
225.877	-873879.039	-878622.451	1.421
227.020	-883298.263	-888065.676	1.419
227.226	-897198.500	-901970.241	1.425
227.692	-906139.437	-910920.964	1.417
229.605	-908420.841	-913242.554	1.418
225.681	-917551.046	-922290.339	1.413
226.542	-921450.911	-926208.289	1.430
227.674	-917916.409	-922697.573	1.425
227.969	-905106.056	-909893.417	1.421
226.098	-903398.410	-908146.476	1.423
227.168	-907459.624	-912230.156	1.422
230.223	-928884.049	-933718.741	1.415
229.052	-939293.101	-944103.190	1.440
229.277	-951665.614	-956480.437	1.415
227.479	-947140.881	-951917.911	1.430
229.286	-947104.816	-951919.814	1.440
227.228	-950279.295	-955051.064	1.429
227.498	-946412.414	-951189.874	1.421
229.374	-934496.657	-939313.514	1.418
231.014	-938031.511	-942882.806	1.431
227.765	-928507.249	-933290.303	1.420
231.721	-933143.757	-938009.907	1.419
232.670	-946631.649	-951517.728	1.424
230.523	-950056.828	-954897.797	1.427
229.717	-938461.086	-943285.147	1.433
232.351	-948190.077	-953069.441	1.424
230.293	-961744.693	-966580.855	1.424
230.705	-953715.731	-958560.528	1.422
229.678	-960876.177	-965699.414	1.425
232.627	-963410.049	-968295.218	1.424
235.383	-969177.904	-974120.943	1.432
230.621	-960732.416	-965575.461	1.428
231.849	-958473.686	-963342.508	1.431
230.762	-955204.449	-960050.437	1.430
228.701	-944990.857	-949793.585	1.428
229.545	-939026.327	-943846.756	1.422
229.194	-930041.001	-934854.083	1.419
226.895	-924843.961	-929608.763	1.427
228.100	-925207.268	-929997.376	1.443
228.857	-928906.210	-933712.204	1.433
228.257	-926425.922	-931219.326	1.432
227.225	-920567.021	-925338.746	1.431
225.099	-917955.073	-922682.157	1.440
229.346	-920491.973	-925308.233	1.430
227.912	-914418.941	-919205.087	1.440
228.751	-909006.393	-913810.157	1.429
228.433	-907158.149	-911955.241	1.429
229.683	-909013.238	-913836.591	1.419
231.125	-910819.440	-915673.078	1.432
226.172	-919652.078	-924401.681	1.434
227.408	-921766.522	-926542.078	1.433
230.552	-922862.257	-927703.854	1.420
225.857	-916701.250	-921444.254	1.435
228.362	-920452.792	-925248.387	1.437
228.106	-924867.161	-929657.367	1.440
227.604	-916145.023	-920924.710	1.437
226.580	-909784.855	-914543.032	1.435
226.461	-910955.994	-915711.674	1.441
225.583	-912858.206	-917595.430	1.423
228.063	-911288.874	-916078.198	1.431
223.279	-910573.498	-915262.369	1.442
221.901	-905695.025	-910354.936	1.429
229.530	-910484.559	-915304.697	1.449
223.994	-912635.090	-917338.966	1.434
222.722	-922084.901	-926762.050	1.440
222.321	-926639.718	-931308.463	1.431
226.758	-926243.547	-931005.471	1.431
224.000	-923793.036	-928497.019	1.431
225.391	-921957.583	-926690.804	1.427
223.816	-925810.913	-930511.044	1.442
228.372	-938774.387	-943570.191	1.431
226.822	-948138.284	-952901.556	1.427
227.709	-947268.738	-952050.616	1.438
227.829	-945702.924	-950487.324	1.440
226.589	-942678.191	-947436.570	1.434
226.539	-950611.889	-955369.198	1.439
230.562	-947181.994	-952023.787	1.432
227.054	-933157.676	-937925.829	1.433
231.089	-927760.064	-932612.943	1.442
225.860	-931768.522	-936511.567	1.439
231.594	-930287.536	-935151.014	1.438
228.409	-922264.804	-927061.383	1.436
229.767	-924434.732	-929259.853	1.440
230.295	-923060.391	-927896.587	1.427
233.635	-920216.405	-925122.756	1.433
232.569	-913596.739	-918480.693	1.427
234.159	-917173.903	-922091.254	1.428
233.077	-916382.517	-921277.142	1.410
230.756	-915620.023	-920465.892	1.421
238.155	-909114.604	-914115.874	1.422
229.334	-905759.145	-910575.155	1.424
232.185	-916237.474	-921113.368	1.422
233.576	-914875.923	-919781.033	1.424
231.159	-909600.142	-914454.477	1.423
227.886	-901969.940	-906755.550	1.421
231.142	-903734.064	-908588.031	1.428
229.608	-901669.826	-906491.600	1.428
231.724	-903951.604	-908817.796	1.418
229.088	-900870.402	-905681.247	1.419
230.657	-902160.834	-907004.644	1.423
236.798	-908183.993	-913156.755	1.432
232.192	-901450.382	-906326.412	1.415
229.821	-895207.364	-900033.606	1.427
229.595	-903785.646	-908607.142	1.426
231.532	-907578.202	-912440.371	1.422
231.041	-901300.391	-906152.248	1.416
233.515	-905222.254	-910126.076	1.427
234.243	-896929.465	-901848.568	1.423
231.209	-897694.427	-902549.801	1.426
228.333	-896479.289	-901274.271	1.427
229.170	-900860.296	-905672.871	1.439
236.368	-903705.280	-908669.012	1.432
231.135	-903546.013	-908399.843	1.426
234.780	-901643.741	-906574.109	1.417
231.364	-898691.129	-903549.772	1.421
231.939	-902818.079	-907688.806	1.426
227.979	-903376.939	-908164.502	1.424
229.533	-897900.691	-902720.890	1.434
229.510	-901508.346	-906328.070	1.429
228.328	-896863.373	-901658.248	1.437
230.412	-901469.764	-906308.418	1.426
225.283	-899468.463	-904199.420	1.432
222.082	-894516.131	-899179.854	1.424
228.807	-905293.244	-910098.191	1.430
227.235	-896776.843	-901548.794	1.425
232.793	-891145.316	-896033.952	1.419
223.714	-890254.201	-894952.202	1.431
230.300	-891009.292	-895845.609	1.424
224.437	-884712.468	-889425.651	1.432
230.679	-891945.599	-896789.856	1.428
227.958	-888664.961	-893452.062	1.431
229.802	-894602.871	-899428.719	1.423
229.110	-892846.719	-897658.019	1.433
231.079	-888437.810	-893290.477	1.433
230.360	-888485.875	-893323.443	1.421
227.635	-889560.444	-894340.784	1.413
226.921	-896185.272	-900950.613	1.436
228.873	-890018.614	-894824.948	1.432
226.392	-886170.006	-890924.230	1.432
229.961	-886213.566	-891042.749	1.430
232.897	-886191.905	-891082.742	1.432
226.869	-887828.586	-892592.829	1.417
228.431	-882344.161	-887141.221	1.430
228.845	-891586.816	-896392.559	1.432
228.495	-893779.935	-898578.324	1.421
229.682	-894806.061	-899629.380	1.433
227.392	-889306.356	-894081.582	1.434
228.893	-899821.277	-904628.041	1.432
228.798	-893829.415	-898634.166	1.440
229.973	-894415.078	-899244.511	1.423
231.915	-891808.863	-896679.062	1.426
227.977	-886626.137	-891413.654	1.434
228.254	-892479.929	-897273.267	1.430
230.954	-895599.338	-900449.362	1.429
230.111	-893334.898	-898167.240	1.436
228.717	-893646.400	-898449.453	1.423
229.657	-887123.812	-891946.598	1.430
224.498	-888375.278	-893089.723	1.432
223.324	-892681.779	-897371.589	1.431
225.862	-889235.725	-893978.818	1.420
226.506	-895054.778	-899811.405	1.427
225.862	-898692.978	-903436.082	1.436
230.789	-900267.137	-905113.719	1.426
228.755	-897192.391	-901996.250	1.420
227.703	-895888.713	-900670.468	1.431
227.124	-891743.044	-896512.664	1.433
232.429	-889485.166	-894366.177	1.434
229.380	-890823.309	-895640.280	1.431
228.235	-891002.527	-895795.459	1.439
228.779	-899338.849	-904143.206	1.424
225.179	-906898.909	-911627.679	1.430
228.966	-912518.574	-917326.858	1.429
227.516	-919485.257	-924263.080	1.430
227.226	-913298.709	-918070.456	1.438
227.893	-913746.556	-918532.304	1.427
224.255	-920201.126	-924910.484	1.430
223.866	-925458.719	-930159.906	1.440
227.474	-921344.029	-926120.966	1.426
224.706	-912813.421	-917532.246	1.439
223.757	-904521.456	-909220.364	1.435
222.476	-900607.638	-905279.636	1.418
226.097	-903417.164	-908165.205	1.438
223.567	-910376.396	-915071.294	1.437
225.356	-910585.004	-915317.463	1.434
223.171	-915301.921	-919988.511	1.435
226.099	-912603.085	-917351.169	1.431
222.646	-912275.809	-916951.361	1.437
225.185	-899027.247	-903756.133	1.432
221.832	-897961.454	-902619.920	1.433
223.087	-903582.578	-908267.409	1.428
226.955	-894647.951	-899414.013	1.436
223.886	-892802.531	-897504.141	1.438
224.485	-897736.012	-902450.194	1.434
227.418	-901526.414	-906302.186	1.446
228.828	-913523.987	-918329.386	1.427
224.157	-915293.532	-920000.830	1.437
223.245	-909270.796	-913958.942	1.430
222.091	-903685.128	-908349.037	1.433
224.855	-906505.821	-911227.785	1.435
224.849	-903144.994	-907866.834	1.439
221.495	-905091.368	-909742.759	1.435
224.458	-899073.249	-903786.863	1.439
226.635	-894345.099	-899104.422	1.450
224.964	-892934.703	-897658.949	1.434
227.756	-892015.728	-896798.606	1.431
222.618	-898137.284	-902812.262	1.434
227.321	-901687.568	-906461.305	1.435
226.016	-906422.487	-911168.817	1.430
224.134	-911598.911	-916305.709	1.438
222.293	-911862.059	-916530.208	1.440
229.242	-912439.953	-917254.045	1.430
226.885	-909315.439	-914080.020	1.425
219.750	-909033.647	-913648.393	1.437
221.550	-909792.338	-914444.897	1.433
225.430	-907435.514	-912169.551	1.440
222.093	-892663.099	-897327.034	1.437
222.375	-895354.024	-900023.907	1.439
222.992	-889101.231	-893784.065	1.440
225.006	-888276.246	-893001.379	1.432
223.164	-897162.801	-901849.249	1.436
225.738	-900206.577	-904947.057	1.443
223.884	-900556.142	-905257.723	1.435
223.897	-900845.004	-905546.844	1.432
225.787	-903423.283	-908164.809	1.432
222.698	-901948.742	-906625.404	1.423
221.111	-898572.939	-903216.269	1.445
223.962	-915991.652	-920694.847	1.433
225.911	-902667.561	-907411.679	1.435
226.934	-903418.809	-908184.417	1.448
224.645	-908859.194	-913576.754	1.436
225.181	-907786.421	-912515.210	1.440
226.063	-899508.426	-904255.762	1.433
223.439	-905680.356	-910372.595	1.447
223.843	-897594.369	-902295.056	1.427
227.211	-896553.732	-901325.173	1.435
231.849	-893333.328	-898202.167	1.429
228.991	-890120.411	-894929.221	1.432
222.728	-893355.464	-898032.758	1.433
232.258	-884045.610	-888923.029	1.440
226.866	-896712.107	-901476.284	1.417
228.039	-894548.819	-899337.644	1.440
223.113	-901466.774	-906152.157	1.441
229.423	-911924.584	-916742.470	1.430
223.883	-907993.757	-912695.309	1.439
223.800	-911118.291	-915818.089	1.445
222.492	-905449.552	-910121.877	1.436
229.104	-909615.912	-914427.088	1.436
224.096	-908837.556	-913543.572	1.435
224.962	-911367.682	-916091.887	1.445
231.661	-917254.164	-922119.019	1.445
223.105	-925273.679	-929958.881	1.435
226.100	-922332.755	-927080.851	1.435
224.618	-931011.598	-935728.564	1.440
224.885	-924190.675	-928913.276	1.434
222.439	-911784.522	-916455.741	1.433
226.934	-909719.403	-914485.018	1.432
226.870	-916534.971	-921299.235	1.438
226.142	-915219.292	-919968.264	1.433
223.683	-914004.295	-918701.635	1.429
221.846	-921267.359	-925926.099	1.446
230.434	-912761.294	-917600.407	1.431
225.216	-916864.703	-921594.228	1.441
221.754	-915708.427	-920365.272	1.450
226.882	-920770.830	-925535.346	1.450
223.847	-931844.759	-936545.550	1.430
222.832	-925111.800	-929791.263	1.449
234.783	-916230.962	-921161.411	1.438
225.108	-916041.391	-920768.663	1.432
224.060	-917704.764	-922410.021	1.446
227.480	-918345.562	-923122.656	1.443
227.883	-913488.079	-918273.624	1.438
224.755	-909849.333	-914569.198	1.446
222.670	-905067.033	-909743.106	1.443
223.193	-908003.877	-912690.914	1.436
224.409	-909940.516	-914653.110	1.441
222.371	-905681.866	-910351.641	1.435
222.801	-906358.662	-911037.470	1.444
227.477	-909778.119	-914555.136	1.446
220.543	-913717.551	-918348.944	1.444
227.748	-902306.086	-907088.799	1.434
226.203	-903185.361	-907935.641	1.444
221.246	-905487.860	-910134.024	1.437
226.510	-907432.089	-912188.791	1.438
225.021	-909619.421	-914344.867	1.443
224.046	-910947.609	-915652.557	1.441
223.788	-920104.047	-924803.613	1.440
224.939	-933314.954	-938038.667	1.440
224.402	-942627.507	-947339.951	1.445
226.573	-938689.826	-943447.869	1.434
222.597	-936304.194	-940978.709	1.437
222.051	-931534.596	-936197.664	1.450
217.722	-933330.241	-937902.409	1.441
223.053	-934516.507	-939200.624	1.454
221.761	-941222.057	-945879.041	1.448
222.648	-938694.946	-943370.564	1.457
219.749	-938609.997	-943224.719	1.449
223.436	-944676.769	-949368.919	1.449
223.307	-944706.459	-949395.896	1.447
226.402	-946182.334	-950936.762	1.446
222.835	-943445.075	-948124.611	1.445
223.107	-942594.219	-947279.460	1.437
220.889	-937642.398	-942281.069	1.451
221.141	-926129.519	-930773.478	1.442
220.769	-923673.576	-928309.733	1.449
219.968	-931541.832	-936161.170	1.443
226.039	-938876.848	-943623.664	1.453
220.227	-932305.109	-936929.879	1.454
221.562	-928885.951	-933538.751	1.448
217.526	-929995.609	-934563.648	1.457
220.158	-944300.554	-948923.870	1.452
220.144	-942761.379	-947384.411	1.449
219.490	-944176.047	-948785.356	1.456
220.507	-937444.515	-942075.147	1.444
219.970	-934019.463	-938638.834	1.448
217.649	-933511.565	-938082.175	1.458
221.690	-921720.799	-926376.292	1.451
219.515	-928813.134	-933422.962	1.455
219.132	-931441.871	-936043.649	1.453
